Código,Nombre,Obsoleto,Fabricante,Categoría,Subcategoría,Categoría de precios
181393,BATIDO C/PROTEINA CHOCOLATE 225ML,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,PRODUCTO GYM,
181394,BARRITA PROT CHOCOLATE CORNY 35G,False,NUTRIGER SOLUTIONS SL,SNACK,PRODUCTO GYM,
181395,BARRITA PROT VAINILLA CORNY CRUNCHY 45G,False,NUTRIGER SOLUTIONS SL,SNACK,PRODUCTO GYM,
181396,BARRITA PROT COOKIES CORNY CRUNCHY 45G,False,NUTRIGER SOLUTIONS SL,SNACK,PRODUCTO GYM,
181397,BARRITA PROT CACAHUETE CARAM CORNY SOFT 45G,False,NUTRIGER SOLUTIONS SL,SNACK,PRODUCTO GYM,
181398,BAR. PROT CHOCO CARAMELO CORNY SOFT 45G,False,NUTRIGER SOLUTIONS SL,SNACK,PRODUCTO GYM,
181430,BAR. PROT CHOCO BROWNIE CORNY SOFT 45G,False,NUTRIGER SOLUTIONS SL,SNACK,PRODUCTO GYM,
181431,BAR. PROT CH.BLANCO FRESA CORNY SOFT 45G,False,NUTRIGER SOLUTIONS SL,SNACK,PRODUCTO GYM,
181432,SNACK COCO Y NECTAR SEMIDESHIDRATADO 30G,False,NUTRIGER SOLUTIONS SL,SNACK SALUDABLE,DESHIDRATADOS,
181434,SNACK MANGO Y LIMA SEMIDESHIDRATADO 30G,False,NUTRIGER SOLUTIONS SL,SNACK SALUDABLE,DESHIDRATADOS,
181435,BARRITA ALMENDRAS Y CHOCOLATE NEGRO 30G,False,NUTRIGER SOLUTIONS SL,SNACK,PRODUCTO GYM,
181436,BARRITA ALMENDRAS CHOCO Y CARAMELO 30G,False,NUTRIGER SOLUTIONS SL,SNACK,PRODUCTO GYM,
181437,ALMENDRA CON CHOCOLATE C/LECHE 30G,False,NUTRIGER SOLUTIONS SL,SNACK,PRODUCTO GYM,
181438,ALMENDRA CON CHOCOLATE NEGRO 30G,False,NUTRIGER SOLUTIONS SL,SNACK,PRODUCTO GYM,
181681,VASO PERSONALIZADO UCAM,False,"INDÚSTRIES SOSTENIBLES KARIBOU, S.L.",BEBIDA CALIENTE,VASOS,
182191,INDONESIA PRO,False,NESPRESSO,BEBIDA CALIENTE,CAFÉ,
182193,CONGO PRO ORGANIC,False,NESPRESSO,BEBIDA CALIENTE,CAFÉ,
182194,COLOMBIA ORGANIC,False,NESPRESSO,BEBIDA CALIENTE,CAFÉ,
182839,CAFE GRANO TUESTE INTENSO 500G,False,ILLY,BEBIDA CALIENTE,CAFÉ,
183498,SANDWICH POCKET ATUN 65G,False,ÑAMING,PRODUCTO FRESCO,SANDWICH,
183499,SANDWICH POCKET JAMON Y QUESO 65G,False,ÑAMING,PRODUCTO FRESCO,SANDWICH,
183510,SANDWICH POCKET POLLO 65G,False,ÑAMING,PRODUCTO FRESCO,SANDWICH,
183511,SANDWICH POCKET TARTA CHOCOLATE 65G,False,ÑAMING,PRODUCTO FRESCO,SANDWICH,
183565,SNACK COCKTAIL F.SECOS C/COPOS CHOCO 25G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,FRUTO SECO,
183566,SNACK COCKTAIL F.SECOS C/EDAMAME 25G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,FRUTO SECO,
183567,SNACK COCKTAIL EDAMAME C/CHOCOLATE 25G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,FRUTO SECO,
183568,SNACK COCKTAIL EDAMAME NUECES CHOCO 25G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,FRUTO SECO,
183569,CHIPS VEGETALES 25G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,PATATAS,
183576,BARRITA CEREALES PLATANO CHOCO GO ON 40G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK SALUDABLE,5 GAMA,
183577,CHIPS BONIATO MORADO BBQ 45G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,PATATAS,
183578,GALLETAS HUNGARAS 70G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183579,GALLETAS RELLENAS CHOCO ST.MICHEL 80G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183589,GO ON PROTEIN BARRITA SABOR BROWNIE 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183590,GALLETA C/PROT PISTACHO CHOCO BLANCO 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183591,GALLETA CEREALES Y CACAO S/AZ FIT 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183592,GALLETA CEREALES C/ALBARICO S/AZ FIT 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183593,GALLETA CEREALES C/ARANDANO S/AZ FIT 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183594,BARRITA AVENA Y MIEL CRISPY 40G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183595,BARRITA AVENA Y CHOCOLATE CRISPY 40G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183596,BARRITA PROT VAINILLA CHOCO GO ON 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183597,BARRITA PROT ARANDANOS CHOCO GO ON 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183598,GO ON PROTEIN BARRITA SABOR CACAO 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183599,BARRITA PROT COOKIES CARAMELO GO ON 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183600,GO ON PROTEIN CRISP CACAHUETE CARAMELO 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183610,GALLETAS MANTEQUILLA ST.MICHEL 51G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183611,GALLETA DIGESTIVE C/AVENA Y MANZANA 29G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183612,CHIPS BONIATO TEX-MEX 45G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,PATATAS,
183613,GALLETA DIGESTIVE C/AVENA Y F.ROJOS 29G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183614,GALLETA AGUA E SAL 14G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183615,CHIPS BONIATO SAL HIMALAYA 45G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,PATATAS,
183616,GALLETA DIGESTIVE C/AVENA 43G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183617,MAGDALENAS C/PEPITAS CHOCO ST.MICHEL 75G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BOLLERÍA,
183618,GOGO SQUEEZ PLATANO BEBIBLE 90G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",PRODUCTO FRESCO,FRUTA-VERDURA Y CREMAS,
183619,GOFRE RELLENO CREMA CACAO 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BOLLERÍA,
183620,GOFRE RELLENO CREMA CACAO Y AVELLANA 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BOLLERÍA,
183621,PURE MANZANA FRESA BEBIBLE 90G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",PRODUCTO FRESCO,FRUTA-VERDURA Y CREMAS,
183622,GOFRE RELLENO CARAMELO SALADO 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BOLLERÍA,
183623,PURE MANZANA BEBIBLE 90G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",PRODUCTO FRESCO,FRUTA-VERDURA Y CREMAS,
183624,MY MOTTO CACAO 30G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183625,MY MOTTO TIRAMISU 30G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183626,BARRITA AVENA Y ARANDANO CRISPY 40G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183627,BARRITA PROT COOKIES CREMA GO ON 40G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183628,BARRITA PROT LECHE GO ON 45G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183629,BARRITA PROT COCO COOKIES GO ON 45G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183630,CRACCKS CEBOLLA Y NATA 30G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183631,CRACCKS QUESO 30G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183632,BARRITA ARROZ CHOCOLATE C/LECHE 18G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183633,CHOCOLATINA CACAHUETE RIDDLE 42G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,CHOCOLATINA,
183634,CHOCOLATINA CACAHUETE RIDDLE CLASSIC 45G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,CHOCOLATINA,
183635,CHOCOLATINA CACAHUETE RIDDLE CUPS 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,CHOCOLATINA,
183636,BEBIDA AVENA CHOCOLATE 330ML,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA CALIENTE,CHOCOLATE,
183640,MY MOTTO AVELLANA Y CACAO 30G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183641,BARRITA PROT PISTACHO GO ON 45G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183642,GALLETA MINI ALFA 120G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183643,BARRITA ENERGETICA GO ON 45G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183644,GALLETA MINI SHORTCAKE 120G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183645,BARRITA DIET C/VITAMINAS GO ON 45G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183646,COOKIES MY MINI 120G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183647,BARRITA CEREALES F.SECOS CRUNCHY 40G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183648,BARRITA CEREAL F.SECOS CHOCO CRUNCHY 40G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183649,BARRITA CEREALES F.ROJOS CRUNCHY 40G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183650,BARRITA PROT CHOCOLATE GO ON 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183651,BARRITA PROT CARAMELO SALADO GO ON 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BARRITA,
183652,SNACK PAN BRUSCHETTA MINI PIZZA 70G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",PRODUCTO FRESCO,BOCADILLO,
183653,BLACK ENERGY LATA 25CL,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,BEBIDA ENERGETICA,
183654,BLACK ENERGY ZERO LATA 25CL,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,BEBIDA ENERGETICA,
183655,BLACK ENERGY LATA 50CL,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,BEBIDA ENERGETICA,
183656,BISCOTE CON MANZANA CANELA S/AZ UN 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BOLLERÍA,
183657,BISCOTE C/PROTEINA S/AZUCAR UN 45G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BOLLERÍA,
183658,NECTAR MELOCOTON MULTIFRUTA 30CL,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,ZUMO,
183659,NECTAR MELOCOTON BRICK 30CL,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,ZUMO,
183662,ZUMO MANZANA BRICK 30CL,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,ZUMO,
183663,NECTAR MANGO BRICK 30CL,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,ZUMO,
183664,NECTAR PERA BRICK 30CL,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,ZUMO,
183665,NECTAR NARANJA BRICK 30CL,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,ZUMO,
183666,COOKIES MINI DAN CAKE 50G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183667,PALMERITA DU BOIS 34G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,GALLETA,
183668,SNACK MANZANA DESHIDRATADA 20G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK SALUDABLE,DESHIDRATADOS,
183669,TORTITAS LENTEJA REMOLACHA ZANAHORIA 2OG,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK SALUDABLE,TORTITAS,
183670,TORTITAS LENTEJA MANZANA 2OG,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK SALUDABLE,TORTITAS,
183680,NECTAR FRUTOS ROJOS S/AZUCAR BRICK 30CL,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,ZUMO,
183681,NECTAR MANGO NARANJA BRICK 30CL,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,ZUMO,
183682,SNACK PAN BRUSCHETTA MINI AJO ASADO 70G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",PRODUCTO FRESCO,BOCADILLO,
183683,SNACK PAN BRUSCHETTA CREMA CEBOLLA 70G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",PRODUCTO FRESCO,BOCADILLO,
183684,SNACK PAN BRUSCHETTA MINI CANGREJO 70G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",PRODUCTO FRESCO,BOCADILLO,
183685,GOFRE CON PEPITAS CHOCOLATE 90G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BOLLERÍA,
183686,GOFRE 90G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,BOLLERÍA,
183687,SNACK CACAHUETE TERIYAKI 70G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,FRUTO SECO,
183688,SNACK CACAHUETE MIEL MOSTAZA 70G,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",SNACK,FRUTO SECO,
183750,VASO PERSONALIZADO SERUNION,False,"INDÚSTRIES SOSTENIBLES KARIBOU, S.L.",BEBIDA CALIENTE,VASOS,
184063,GALLETAS ARANDANOS TRIPLE ZERO 3U,False,SANTIVERI,SNACK,GALLETA,
184064,GALLETAS CACAO NIBS TRIPLE ZERO 3U,False,SANTIVERI,SNACK,GALLETA,
185205,ROSQUILLA PROT CHOCOLATE NEGRO DUNKY 70G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185206,ROSQUILLA PROT TRIPLE CHOCO DUNKY 70G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185207,ROSQUILLA PROT CHOCO BLANCO DUNKY 70G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185208,ROSQUILLA PROT ESPELTA AVELLAN DUNKY 70G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185209,ROSQUILLA PROT SPECULOS DUNKY 70G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185240,TORTITAS ARROZ CACAO 40G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185241,TORTITAS ARROZ YOGUR 40G,False,NUTRIGER SOLUTIONS SL,SNACK SALUDABLE,TORTITAS,
185242,BARRITA PROT COOKIES MCPRO 35G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185243,BARRITA PROT FRESA YOGUR MCPRO 35G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185244,BARRITA PRO AMIX MCPRO 35G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185245,BARRITA PROT LECHE MERENGADA MCPRO 35G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185246,BARRITA PROT FRUTAS BOSQUE AMIX 40G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185247,BARRITA PROT DOBLE CHOCOLATE AMIX 40G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185248,BARRITA PROT CHOCO BLANCO COCO AMIX 40G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185249,AMIX CELLUP CEREZA LATA 50CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185250,AMIX CELLUP TROPICAL LATA 50CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185251,AMIX CELLUP PEPINO MANZANA LATA 50CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185252,AMIX CELLUP DRAGON FLAME LATA 50CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185253,AMIX CELLUP TWISTER LATA 50 CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185254,AMIX CELLUP MARSHMALLOW LATA 50CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185255,AMIX CELLUP MELOCOTON LATA 50CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185256,AMIX DRINK L-CARNITINA CEREZA LATA 25CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185257,AMIX DRINK SPORT L-CARNITINA  CEREZA LATA 25CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185258,AMIX DRINK CAFEINA NARANJA LATA 25CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185259,AMIX DRINK BCAA TROPICAL LATA 25CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185270,AMIX DRINK COLAGENO TE LIMON LATA 25CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185271,AMIX DRINK ANTIOX F.ROJOS LATA 25CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,LATAS,
185272,SNACK CACAO Y CHOCO HONESTLY ECO 30G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185273,SNACK CACAO Y PISTACHO HONESTLY ECO 30G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185274,SNACK CACAO Y ALMENDRA HONESTLY ECO 30G,False,NUTRIGER SOLUTIONS SL,SNACK,BARRITA,
185275,MUFFINS CHOCOLATE PROT CHOCO BLANCO 50G,False,NUTRIGER SOLUTIONS SL,SNACK,BOLLERÍA,
185276,MUFFINS CHOCOLATE PROT CHOCO NEGRO 50G,False,NUTRIGER SOLUTIONS SL,SNACK,BOLLERÍA,
185277,MUFFINS PROT SPECULOS 50G,False,NUTRIGER SOLUTIONS SL,SNACK,BOLLERÍA,
185278,MUFFINS PROT CHOCOLATE NEGRO ORIGINAL  50G,False,NUTRIGER SOLUTIONS SL,SNACK,BOLLERÍA,
185741,CAFE GRANO NATURAL ARABICA 1920 KG,False,TORELLI BY MARCO COSTA,BEBIDA CALIENTE,CAFÉ,
185949,LECHE CAPS ILLY MPS,False,ILLY,BEBIDA CALIENTE,CAPSULA,
186305,ENSALADA FRESCA CESAR POLLO 170G,False,ÑAMING,PRODUCTO FRESCO,ENSALADA,
186306,ENSALADA NEW YORK 165G,False,ÑAMING,PRODUCTO FRESCO,ENSALADA,
186909,AQUARIUS MELOCOTON ROJO PET 50CL,False,COCA COLA,BEBIDA FRIA,PET,
30994,DONETTES CLASICO,False,"BIMBO BONUTS IBERIA, S.A.U.",SNACK,BOLLERÍA,
31029,DONUTS AZUCAR,False,"BIMBO BONUTS IBERIA, S.A.U.",PRODUCTO FRESCO,POSTRE,
31068,DORITOS TEX-MEX 40G,False,PEPSICO,SNACK,PATATAS,
31108,EDULCORANTE SOBRE 1G,False,ILLY,BEBIDA CALIENTE,AZUCAR,
31593,FANTA LIM LATA33 C24,False,COCA COLA,BEBIDA FRIA,LATAS,
31596,FANTA LIM PET50 C24,False,COCA COLA,BEBIDA FRIA,PET,
31608,FANTA NAR LATA33 C24,False,COCA COLA,BEBIDA FRIA,LATAS,
31611,FANTA NAR PET50 C24,False,COCA COLA,BEBIDA FRIA,PET,
31618,FANTA ZER NAR LATA33 C24,False,COCA COLA,BEBIDA FRIA,LATAS SIN AZUCAR,
31751,FILIPINO CHOCOLATE BLANCO,False,"FRIT RAVICH, S. L.",SNACK,GALLETA,
31783,FLAN HUEVO 110G,False,"KAIKU KM0, S.L.",PRODUCTO FRESCO,YOGURT,
31793,FLAN VAINILLA 100G,False,"KAIKU KM0, S.L.",PRODUCTO FRESCO,YOGURT,
31907,FRITOS 40G-80U C/TIRA,False,"FRIT RAVICH, S. L.",SNACK,PATATAS,
31969,CHIPS AHOY,False,"MONDELEZ ESPAÑA COMMERCIAL, S.L.",SNACK,GALLETA,
31978,DIET FIBRA CHOCOLATE 75GR,False,GULLON,SNACK SALUDABLE,GALLETA,
32006,MINI CHIP AHOY 40G,False,"MONDELEZ ESPAÑA COMMERCIAL, S.L.",SNACK,GALLETA,
32009,PRINCESA MINI,False,"FRIT RAVICH, S. L.",SNACK,GALLETA,
32010,GALLETA MINI OREO 40G,False,"MONDELEZ ESPAÑA COMMERCIAL, S.L.",SNACK,GALLETA,
32015,OREO 66G,False,"MONDELEZ ESPAÑA COMMERCIAL, S.L.",SNACK,GALLETA,
32162,GAZPACHO 250ML,False,PEPSICO,BEBIDA FRIA,ZUMO,
32238,Qé! GOFRE STD RECETA CHOC,False,"BIMBO BONUTS IBERIA, S.A.U.",SNACK,BOLLERÍA,
32422,"CARAMELO HALLS EUCALIPTO S/AZ E20 X33,5G",False,"MONDELEZ ESPAÑA COMMERCIAL, S.L.",SNACK,CHICLE & CARAMELOS,
32423,CARAMELO HALLS FRESA S/AZUCAR E20X32G,False,"MONDELEZ ESPAÑA COMMERCIAL, S.L.",SNACK,CHICLE & CARAMELOS,
33080,KINDER BUENO,False,"TEYCOVAL 2010,S.L.",SNACK,CHOCOLATINA,
33090,"KIT KAT 36x41,5G",False,NESTLE,SNACK,CHOCOLATINA,
33216,LAY'S ARTESANAS 42g,False,PEPSICO,SNACK,PATATAS,
33222,LAY'S CAMPESINA 44G,False,PEPSICO,SNACK,PATATAS,
33224,LAY'S GOURMET 45G,False,PEPSICO,SNACK,PATATAS,
33231,LAY'S SAL 44g,False,PEPSICO,SNACK,PATATAS,
33278,"LECHE DESNATADA EN POLVO 0,500KG",False,"TEYCOVAL 2010,S.L.",BEBIDA CALIENTE,LECHE,
33306,LECHE CAFITESSE FLEXIPACK 2L,False,JACOBS DOUWE EGBERTS ES S.L.U,BEBIDA CALIENTE,LECHE,
33319,LECHE PASCUAL SEMIDESNATADA  BRICK 1L,False,CALIDAD PASCUAL S.A.U.,BEBIDA CALIENTE,LECHE LIQUIDA,
33542,LOMO EMBUCHADO LONCHAS 80G,False,"J.PONT, S.A.",PRODUCTO FRESCO,EMBUTIDO,
33594,M&M CACAHUETE 45G,False,MARS,SNACK,CHOCOLATINA,
33596,M&M CHOCOLATE 45G,False,MARS,SNACK,CHOCOLATINA,
33761,MAIZ BLANDO,False,"FRIT RAVICH, S. L.",SNACK,FRUTO SECO,
33993,MARS,False,MARS,SNACK,CHOCOLATINA,
34450,MINI NACKIS MAIZ,False,NUTRICION & SANTÉ,SNACK,HORNEADOS,
34799,NARANJA MESA 3/4 UN/KG,False,"FRUTAS BOLADO, S.L",PRODUCTO FRESCO,FRUTA-VERDURA Y CREMAS,
34800,NARANJA MESA 5/6 UN/KG,False,"FRUTAS BOLADO, S.L",PRODUCTO FRESCO,FRUTA-VERDURA Y CREMAS,
34815,NARANJA ZUMO 7/8 UN/KG*,False,"CITRICOS PURA SANGRE, S.L.",BEBIDA FRIA,BEBIDA ENERGETICA,
34847,NATILLA CHOCOLATE 125G,False,"KAIKU KM0, S.L.",PRODUCTO FRESCO,YOGURT,
34854,NATILLA VAINILLA 125G,False,"KAIKU KM0, S.L.",PRODUCTO FRESCO,YOGURT,
34899,Compal - Clássico Néctar Pêssego 200ml,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,ZUMO,
34902,Compal - Vital Equilíbrio Manga Laranja 200ml,False,"DAAG-FOOD SOLUTIONS, LDA - VENDING GO",BEBIDA FRIA,ZUMO,
34915,NESTEA LIM LATA33 C24,False,COCA COLA,BEBIDA FRIA,LATAS,
34920,NESTEA LIM PET50 C24,False,COCA COLA,BEBIDA FRIA,PET,
34967,NUGGETS 1RACION 150G,False,CASA MAS S.L.,PRODUCTO FRESCO,PLATOS 5 GAMA,
35095,PALETINAS de 110 mm 100 UNIDADES,False,,BEBIDA CALIENTE,PALETINAS,
35108,PALITOS INTEGRALES,False,VELARTE,SNACK,HORNEADOS,
35115,PALITOS CON ACEITE DE OLIVA,False,VELARTE,SNACK,HORNEADOS,
36380,PATATAS CHURRERIA,False,"FRIT RAVICH, S. L.",SNACK,PATATAS,
36383,ONDULADAS JAMON,False,"FRIT RAVICH, S. L.",SNACK,PATATAS,
36409,PATATAS CHIPS RUFFLES SALERO 45G,False,PEPSICO,SNACK,PATATAS,
36411,PATATAS CHIPS RUFFLES JAMON 45G,False,PEPSICO,SNACK,PATATAS,
36684,PHOSKITOS MILANO 44G,False,"GRANJA SAN FRANCISCO, SLU",SNACK,BOLLERÍA,
37061,POLEO MENTA caja 20 s/grapa,False,"JESUS NAVARRO, S.A.",BEBIDA CALIENTE,TÉ,
37276,POWERADE CITRUS PET,False,COCA COLA,BEBIDA FRIA,PET,
37277,POWERADE ICE STORM PET 50CL,False,COCA COLA,BEBIDA FRIA,PET,
38080,SALCHICHÓN EXTRA 45GR,False,CAMPOFRiO ALIMENTACION,PRODUCTO FRESCO,EMBUTIDO,
38318,SANDWICH HORNEAR MIXTO,False,ÑAMING,PRODUCTO FRESCO,SANDWICH,
38331,ÑAMING GO! SALCHICHON,False,ÑAMING,PRODUCTO FRESCO,SANDWICH,
38573,EXTRAFINO GALLETA Y CHOCO LECHE,False,NESTLE,SNACK,CHOCOLATINA,
38587,SNICKERS 50G,False,MARS,SNACK,CHOCOLATINA,
